OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0009020,10/8/2017,26,Wholesale,USD,GUT930,46,1,5,221.10,"1,105.50",145.93,,
SO - 0009168,10/8/2017,71,Wholesale,USD,AXW291,7,14,12,"1,139.00","13,668.00",569.50,,
SO - 0009288,10/8/2017,16,Wholesale,USD,GUT930,42,15,9,951.40,"8,562.60",428.13,,
SO - 0009701,10/8/2017,72,Distributor,USD,AXW291,25,21,12,"1,145.70","13,748.40",756.16,,
SO - 0009781,10/8/2017,78,Wholesale,USD,AXW291,24,15,9,"6,170.70","55,536.30","3,455.59",,
SO - 0009823,10/8/2017,43,Export,USD,AXW291,14,16,5,"3,886.00","19,430.00","2,253.88",,
SO - 0010607,10/8/2017,66,Distributor,USD,FLR025,64,1,7,"2,599.60","18,197.20","1,819.72",,
SO - 0009092,10/9/2017,75,Wholesale,USD,AXW291,18,26,11,"1,681.70","18,498.70","1,109.92",,
SO - 0009284,10/9/2017,111,Wholesale,USD,NXH382,50,2,8,"1,025.10","8,200.80",840.58,,
SO - 0009320,10/9/2017,161,Distributor,USD,AXW291,5,16,10,"1,735.30","17,353.00",815.59,,
SO - 0009868,10/9/2017,81,Export,USD,AXW291,16,27,12,261.30,"3,135.60",162.01,,
SO - 0010058,10/9/2017,26,Distributor,USD,AXW291,15,14,8,"5,802.20","46,417.60","4,177.58",,
SO - 0010100,10/9/2017,174,Wholesale,USD,NXH382,56,20,5,"1,025.10","5,125.50",420.29,,
SO - 0008420,10/10/2017,59,Export,USD,NXH382,51,13,6,"1,159.10","6,954.60",486.82,,
SO - 0008480,10/10/2017,165,Distributor,USD,GUT930,31,25,10,"1,085.40","10,854.00",759.78,,
SO - 0008694,10/10/2017,79,Distributor,USD,AXW291,19,2,5,"1,085.40","5,427.00",672.95,,
SO - 0008836,10/10/2017,25,Distributor,USD,GUT930,45,14,6,"3,912.80","23,476.80","1,839.02",,
SO - 0009078,10/10/2017,164,Wholesale,USD,GUT930,40,9,6,"3,993.20","23,959.20","2,076.46",,
SO - 0009149,10/10/2017,25,Wholesale,USD,NXH382,49,25,5,221.10,"1,105.50",148.14,,
SO - 0009871,10/10/2017,175,Wholesale,USD,AXW291,1,2,6,"1,206.00","7,236.00",964.80,,
SO - 0009907,10/10/2017,90,Wholesale,USD,AXW291,17,4,7,"3,041.80","21,292.60","2,555.11",,
SO - 0010293,10/10/2017,66,Wholesale,USD,FLR025,62,4,7,938.00,"6,566.00",384.58,,
SO - 0010456,10/10/2017,151,Wholesale,USD,AXW291,1,1,5,"4,020.00","20,100.00","3,095.40",,
SO - 0010627,10/10/2017,94,Wholesale,USD,GUT930,39,18,8,"2,351.70","18,813.60","1,293.44",,
SO - 0008483,10/11/2017,130,Distributor,USD,AXW291,11,5,5,167.50,837.50,134.00,,
SO - 0008718,10/11/2017,56,Wholesale,USD,GUT930,37,18,5,187.60,938.00,138.82,,
SO - 0008864,10/11/2017,64,Wholesale,USD,FLR025,62,6,11,"6,184.10","68,025.10","3,339.41",,
SO - 0008997,10/11/2017,91,Distributor,USD,NXH382,54,26,10,"1,795.60","17,956.00","1,059.40",,
SO - 0009307,10/11/2017,150,Wholesale,USD,FLR025,61,26,9,254.60,"2,291.40",188.40,,
SO - 0009586,10/11/2017,141,Wholesale,USD,NXH382,51,26,7,"6,338.20","44,367.40","4,817.03",,
SO - 0010164,10/11/2017,75,Wholesale,USD,NXH382,56,17,9,"2,284.70","20,562.30","1,919.15",,
SO - 0010442,10/11/2017,150,Wholesale,USD,NXH382,49,18,9,"1,085.40","9,768.60",510.14,,
SO - 0008343,10/12/2017,120,Wholesale,USD,GUT930,44,23,6,221.10,"1,326.60",163.61,,
SO - 0008465,10/12/2017,142,Wholesale,USD,AXW291,16,17,11,"1,078.70","11,865.70",560.92,,
SO - 0008578,10/12/2017,73,Distributor,USD,AXW291,14,20,7,"4,013.30","28,093.10","2,809.31",,
SO - 0008756,10/12/2017,61,Wholesale,USD,GUT930,40,13,8,"2,633.10","21,064.80","1,922.16",,
SO - 0009113,10/12/2017,118,Wholesale,USD,GUT930,32,23,11,"1,172.50","12,897.50",492.45,,
SO - 0009230,10/12/2017,34,Distributor,USD,FLR025,63,21,10,268.00,"2,680.00",198.32,,
SO - 0009286,10/12/2017,111,Wholesale,USD,AXW291,30,6,5,"2,371.80","11,859.00","1,043.59",,
SO - 0009535,10/12/2017,137,Export,USD,GUT930,34,27,12,"1,078.70","12,944.40",776.66,,
SO - 0009777,10/12/2017,5,Wholesale,USD,AXW291,17,14,8,"1,065.30","8,522.40",681.79,,
SO - 0010288,10/12/2017,73,Wholesale,USD,AXW291,21,16,10,"6,070.20","60,702.00","2,974.40",,
SO - 0010427,10/12/2017,130,Distributor,USD,NXH382,57,20,5,"1,018.40","5,092.00",723.06,,
SO - 0008162,10/13/2017,41,Distributor,USD,AXW291,8,8,5,"5,132.20","25,661.00","3,028.00",,
SO - 0008401,10/13/2017,86,Wholesale,USD,AXW291,9,17,6,"2,345.00","14,070.00","1,195.95",,
SO - 0009199,10/13/2017,163,Wholesale,USD,AXW291,5,17,6,"6,277.90","37,667.40","4,959.54",,
SO - 0009274,10/13/2017,45,Wholesale,USD,GUT930,46,14,8,"2,237.80","17,902.40","1,253.17",,
SO - 0009798,10/13/2017,37,Wholesale,USD,GUT930,42,8,6,723.60,"4,341.60",586.12,,
SO - 0010167,10/13/2017,5,Wholesale,USD,AXW291,16,22,9,"1,045.20","9,406.80",606.22,,
SO - 0010455,10/13/2017,175,Wholesale,USD,GUT930,45,4,7,"2,559.40","17,915.80","1,638.02",,
SO - 0010626,10/13/2017,22,Wholesale,USD,GUT930,33,22,10,"2,981.50","29,815.00","1,759.09",,
SO - 0010673,10/13/2017,66,Distributor,USD,AXW291,25,2,11,"1,112.20","12,234.20",500.49,,
SO - 0010705,10/13/2017,158,Distributor,USD,AXW291,16,13,12,"1,098.80","13,185.60",648.29,,
SO - 0010720,10/13/2017,139,Distributor,USD,NXH382,59,13,10,"2,525.90","25,259.00","1,742.87",,
SO - 0008126,10/14/2017,24,Wholesale,USD,NXH382,53,4,8,"3,276.30","26,210.40","2,588.28",,
SO - 0008381,10/14/2017,62,Wholesale,USD,AXW291,21,13,12,"1,728.60","20,743.20","1,019.87",,
SO - 0008624,10/14/2017,99,Distributor,USD,NXH382,60,25,8,"3,879.30","31,034.40","2,405.17",,
SO - 0008642,10/14/2017,44,Wholesale,USD,AXW291,13,25,10,696.80,"6,968.00",578.34,,
SO - 0009349,10/14/2017,73,Distributor,USD,FLR025,61,4,10,"3,329.90","33,299.00","2,497.43",,
SO - 0009543,10/14/2017,132,Distributor,USD,NXH382,47,5,12,"3,544.30","42,531.60","2,020.25",,
SO - 0009988,10/14/2017,151,Wholesale,USD,NXH382,54,9,12,"2,405.30","28,863.60","1,395.07",,
SO - 0010088,10/14/2017,16,Distributor,USD,AXW291,4,14,8,978.20,"7,825.60",616.27,,
SO - 0010406,10/14/2017,158,Wholesale,USD,FLR025,61,30,8,"3,993.20","31,945.60","2,795.24",,
SO - 0010711,10/14/2017,110,Distributor,USD,GUT930,33,25,12,"1,038.50","12,462.00",591.95,,
SO - 0008174,10/15/2017,54,Distributor,USD,AXW291,14,28,12,"3,932.90","47,194.80","1,887.79",,
SO - 0009070,10/15/2017,17,Wholesale,USD,AXW291,21,26,12,"1,051.90","12,622.80",599.58,,
SO - 0009082,10/15/2017,141,Export,USD,AXW291,6,5,6,"5,835.70","35,014.20","2,917.85",,
SO - 0009313,10/15/2017,58,Distributor,USD,NXH382,47,1,8,227.80,"1,822.40",182.24,,
SO - 0009372,10/15/2017,31,Wholesale,USD,AXW291,2,26,9,"2,338.30","21,044.70","1,286.07",,
SO - 0009888,10/15/2017,129,Wholesale,USD,FLR025,66,14,11,"3,102.10","34,123.10","2,047.39",,
SO - 0010090,10/15/2017,148,Distributor,USD,NXH382,55,20,9,"1,943.00","17,487.00","1,360.10",,
SO - 0010158,10/15/2017,138,Export,USD,AXW291,8,7,10,891.10,"8,911.00",561.39,,
SO - 0010675,10/15/2017,18,Wholesale,USD,GUT930,32,13,10,924.60,"9,246.00",499.28,,
SO - 0008178,10/16/2017,55,Wholesale,USD,NXH382,52,18,6,"1,139.00","6,834.00",717.57,,
SO - 0010434,10/16/2017,32,Wholesale,USD,AXW291,20,9,12,"2,539.30","30,471.60","1,244.26",,
SO - 0008167,10/17/2017,115,Distributor,USD,FLR025,62,14,5,"3,892.70","19,463.50","3,075.23",,
SO - 0009042,10/17/2017,28,Wholesale,USD,AXW291,5,25,10,"1,313.20","13,132.00",945.50,,
SO - 0009924,10/17/2017,100,Wholesale,USD,AXW291,1,12,10,"2,532.60","25,326.00","1,696.84",,
SO - 0010215,10/17/2017,91,Wholesale,USD,AXW291,17,25,7,911.20,"6,378.40",646.95,,
SO - 0010589,10/17/2017,15,Distributor,USD,NXH382,59,20,6,"1,045.20","6,271.20",449.44,,
SO - 0010731,10/17/2017,41,Export,USD,NXH382,57,23,12,"1,132.30","13,587.60",951.13,,
SO - 0008272,10/18/2017,61,Wholesale,USD,FLR025,61,16,7,"5,540.90","38,786.30","2,438.00",,
SO - 0008283,10/18/2017,136,Wholesale,USD,AXW291,15,26,12,"2,653.20","31,838.40","1,936.84",,
SO - 0008985,10/18/2017,155,Wholesale,USD,AXW291,16,20,9,"1,092.10","9,828.90",917.36,,
SO - 0009071,10/18/2017,141,Wholesale,USD,AXW291,7,13,11,"1,058.60","11,644.60",561.06,,
SO - 0010073,10/18/2017,34,Wholesale,USD,AXW291,12,12,8,"5,661.50","45,292.00","3,623.36",,
SO - 0010769,10/18/2017,31,Wholesale,USD,GUT930,44,10,10,"3,872.60","38,726.00","2,749.55",,
SO - 0008684,10/19/2017,7,Export,USD,FLR025,60,10,5,"1,098.80","5,494.00",516.44,,
SO - 0009107,10/19/2017,174,Distributor,USD,NXH382,48,1,12,"3,229.40","38,752.80","1,453.23",,
SO - 0009465,10/19/2017,96,Wholesale,USD,AXW291,11,25,5,"1,078.70","5,393.50",571.71,,
SO - 0009484,10/19/2017,87,Wholesale,USD,GUT930,44,28,12,958.10,"11,497.20",411.98,,
SO - 0009666,10/19/2017,152,Export,USD,NXH382,52,18,10,"1,782.20","17,822.00","1,301.01",,
SO - 0010397,10/19/2017,49,Distributor,USD,AXW291,29,21,11,"1,078.70","11,865.70",755.09,,
SO - 0010747,10/19/2017,161,Distributor,USD,AXW291,4,8,6,268.00,"1,608.00",152.76,,
SO - 0008228,10/20/2017,54,Distributor,USD,AXW291,20,7,9,"1,005.00","9,045.00",673.35,,
SO - 0008240,10/20/2017,61,Export,USD,AXW291,20,26,10,"2,680.00","26,800.00","1,795.60",,
SO - 0008264,10/20/2017,140,Wholesale,USD,AXW291,16,26,9,"1,701.80","15,316.20",935.99,,
SO - 0009537,10/20/2017,125,Distributor,USD,AXW291,2,26,5,"1,333.30","6,666.50",986.64,,
SO - 0009771,10/20/2017,73,Distributor,USD,AXW291,13,20,6,"2,224.40","13,346.40","1,401.37",,
SO - 0009830,10/20/2017,106,Wholesale,USD,FLR025,62,26,7,187.60,"1,313.20",108.81,,
SO - 0009894,10/20/2017,50,Wholesale,USD,AXW291,4,26,9,"3,095.40","27,858.60","1,392.93",,
SO - 0010201,10/20/2017,127,Wholesale,USD,AXW291,2,19,11,"2,592.90","28,521.90","1,192.73",,
SO - 0010633,10/20/2017,149,Wholesale,USD,AXW291,8,2,9,750.40,"6,753.60",637.84,,
SO - 0010761,10/20/2017,95,Wholesale,USD,FLR025,66,19,10,891.10,"8,911.00",623.77,,
SO - 0008433,10/21/2017,171,Distributor,USD,AXW291,20,2,7,"5,909.40","41,365.80","4,432.05",,
SO - 0008543,10/21/2017,59,Export,USD,FLR025,65,14,6,"1,018.40","6,110.40",723.06,,
SO - 0008903,10/21/2017,48,Distributor,USD,NXH382,51,29,7,924.60,"6,472.20",656.47,,
SO - 0009171,10/21/2017,14,Distributor,USD,AXW291,24,10,7,"5,607.90","39,255.30","4,149.85",,
SO - 0009735,10/21/2017,1,Wholesale,USD,GUT930,32,25,8,"3,966.40","31,731.20","3,133.46",,
SO - 0010763,10/21/2017,18,Distributor,USD,GUT930,32,13,8,"1,279.70","10,237.60",678.24,,
SO - 0009409,10/22/2017,4,Wholesale,USD,AXW291,10,15,9,"3,805.60","34,250.40","1,598.35",,
SO - 0009541,10/22/2017,165,Distributor,USD,GUT930,43,25,11,"1,118.90","12,307.90",861.55,,
SO - 0009656,10/22/2017,157,Wholesale,USD,AXW291,6,12,11,"3,892.70","42,819.70","1,868.50",,
SO - 0009663,10/22/2017,150,Distributor,USD,FLR025,63,29,11,991.60,"10,907.60",644.54,,
SO - 0009668,10/22/2017,151,Distributor,USD,AXW291,1,15,9,"5,152.30","46,370.70","3,709.66",,
SO - 0010181,10/22/2017,169,Distributor,USD,AXW291,12,25,12,174.20,"2,090.40",128.91,,
SO - 0010366,10/22/2017,171,Wholesale,USD,AXW291,31,1,6,"3,537.60","21,225.60","1,627.30",,
SO - 0010454,10/22/2017,13,Wholesale,USD,AXW291,16,18,5,"1,118.90","5,594.50",794.42,,
SO - 0010475,10/22/2017,42,Distributor,USD,AXW291,21,6,11,"2,291.40","25,205.40","1,214.44",,
SO - 0010491,10/22/2017,76,Wholesale,USD,AXW291,28,16,11,"1,105.50","12,160.50",762.80,,
SO - 0010646,10/22/2017,39,Distributor,USD,FLR025,64,18,7,"1,179.20","8,254.40",554.22,,
SO - 0008200,10/23/2017,153,Distributor,USD,FLR025,65,26,10,"1,266.30","12,663.00",987.71,,
SO - 0009475,10/23/2017,29,Export,USD,AXW291,26,26,10,"3,926.20","39,262.00","2,826.86",,
SO - 0009700,10/23/2017,40,Wholesale,USD,AXW291,8,15,5,194.30,971.50,102.98,,
SO - 0008460,10/24/2017,133,Distributor,USD,NXH382,57,4,8,917.90,"7,343.20",771.04,,
SO - 0009002,10/24/2017,65,Distributor,USD,AXW291,5,12,9,"2,994.90","26,954.10","2,126.38",,
SO - 0010149,10/24/2017,86,Wholesale,USD,NXH382,60,10,10,"1,139.00","11,390.00",911.20,,
SO - 0010783,10/24/2017,138,Export,USD,AXW291,31,17,6,"1,132.30","6,793.80",928.49,,
SO - 0008360,10/25/2017,114,Export,USD,AXW291,29,25,8,"6,231.00","49,848.00","3,177.81",,
SO - 0008602,10/25/2017,111,Distributor,USD,NXH382,53,19,7,"1,125.60","7,879.20",495.26,,
SO - 0008643,10/25/2017,113,Export,USD,NXH382,47,25,11,"2,244.50","24,689.50","1,705.82",,
SO - 0008937,10/25/2017,93,Wholesale,USD,FLR025,61,26,12,991.60,"11,899.20",565.21,,
SO - 0009164,10/25/2017,53,Wholesale,USD,GUT930,32,26,11,"3,685.00","40,535.00","2,395.25",,
SO - 0009243,10/25/2017,79,Wholesale,USD,NXH382,57,5,6,"2,445.50","14,673.00",978.20,,
SO - 0009333,10/25/2017,98,Distributor,USD,FLR025,66,25,11,187.60,"2,063.60",142.58,,
SO - 0009441,10/25/2017,41,Distributor,USD,AXW291,30,12,11,"5,902.70","64,929.70","3,069.40",,
SO - 0009525,10/25/2017,116,Distributor,USD,AXW291,11,26,9,"3,691.70","33,225.30","2,104.27",,
SO - 0009527,10/25/2017,168,Wholesale,USD,NXH382,57,24,9,"1,969.80","17,728.20",965.20,,
SO - 0009782,10/25/2017,158,Wholesale,USD,AXW291,12,5,7,"2,700.10","18,900.70","1,107.04",,
SO - 0009828,10/25/2017,96,Distributor,USD,AXW291,23,18,9,"3,919.50","35,275.50","2,273.31",,
SO - 0009916,10/25/2017,144,Export,USD,FLR025,61,3,7,"5,815.60","40,709.20","4,826.95",,
SO - 0010643,10/25/2017,104,Distributor,USD,GUT930,37,25,6,"3,557.70","21,346.20","1,814.43",,
SO - 0008145,10/26/2017,62,Wholesale,USD,AXW291,3,9,10,"1,005.00","10,050.00",592.95,,
SO - 0009643,10/26/2017,174,Export,USD,GUT930,34,15,6,783.90,"4,703.40",572.25,,
SO - 0010191,10/26/2017,55,Distributor,USD,NXH382,47,19,9,891.10,"8,019.90",436.64,,
SO - 0010239,10/26/2017,160,Wholesale,USD,GUT930,44,1,9,"1,025.10","9,225.90",451.04,,
SO - 0010299,10/26/2017,72,Export,USD,GUT930,45,5,11,938.00,"10,318.00",497.14,,
SO - 0010559,10/26/2017,73,Distributor,USD,AXW291,6,10,7,"1,902.80","13,319.60","1,065.57",,
SO - 0010590,10/26/2017,78,Distributor,USD,AXW291,10,18,12,"1,896.10","22,753.20",796.36,,
SO - 0010739,10/26/2017,102,Wholesale,USD,NXH382,56,14,7,"1,835.80","12,850.60","1,193.27",,
SO - 0010782,10/26/2017,66,Wholesale,USD,GUT930,45,25,12,"1,098.80","13,185.60",846.08,,
SO - 0008110,10/27/2017,104,Wholesale,USD,NXH382,59,5,10,"1,675.00","16,750.00","1,155.75",,
SO - 0008485,10/27/2017,152,Wholesale,USD,NXH382,51,3,11,227.80,"2,505.80",95.68,,
SO - 0008571,10/27/2017,135,Wholesale,USD,AXW291,16,15,8,"3,906.10","31,248.80","3,242.06",,
SO - 0008633,10/27/2017,145,Wholesale,USD,NXH382,56,26,12,"2,546.00","30,552.00","1,934.96",,
SO - 0008679,10/27/2017,115,Wholesale,USD,AXW291,12,2,8,"1,098.80","8,790.40",483.47,,
SO - 0009532,10/27/2017,152,Wholesale,USD,AXW291,13,7,6,"3,417.00","20,502.00","2,084.37",,
SO - 0009533,10/27/2017,1,Wholesale,USD,AXW291,22,30,6,"1,333.30","7,999.80","1,026.64",,
SO - 0009703,10/27/2017,103,Export,USD,NXH382,55,5,9,884.40,"7,959.60",353.76,,
SO - 0009915,10/27/2017,161,Wholesale,USD,NXH382,52,13,8,"1,098.80","8,790.40",582.36,,
SO - 0010124,10/27/2017,80,Export,USD,NXH382,49,27,7,"2,291.40","16,039.80","1,512.32",,
SO - 0010628,10/27/2017,169,Wholesale,USD,AXW291,6,6,10,"1,943.00","19,430.00",796.63,,
SO - 0010686,10/27/2017,77,Wholesale,USD,AXW291,17,1,5,"4,006.60","20,033.00","2,043.37",,
SO - 0008405,10/28/2017,87,Wholesale,USD,AXW291,4,8,11,"1,701.80","18,719.80","1,276.35",,
SO - 0008649,10/28/2017,23,Distributor,USD,GUT930,36,5,5,"3,872.60","19,363.00","1,897.57",,
SO - 0008988,10/28/2017,113,Export,USD,NXH382,57,21,9,"2,338.30","21,044.70","1,215.92",,
SO - 0009303,10/28/2017,26,Wholesale,USD,FLR025,60,16,12,837.50,"10,050.00",628.13,,
SO - 0009366,10/28/2017,111,Distributor,USD,GUT930,32,3,6,"3,912.80","23,476.80","1,604.25",,
SO - 0010075,10/28/2017,20,Wholesale,USD,AXW291,15,14,6,"2,633.10","15,798.60","1,079.57",,
SO - 0010484,10/28/2017,145,Distributor,USD,GUT930,34,17,10,"2,351.70","23,517.00","1,128.82",,
SO - 0010549,10/28/2017,91,Wholesale,USD,AXW291,20,3,5,"1,132.30","5,661.50",826.58,,
SO - 0010561,10/28/2017,7,Wholesale,USD,AXW291,27,25,8,"3,986.50","31,892.00","2,072.98",,
SO - 0010575,10/28/2017,118,Wholesale,USD,FLR025,61,1,6,"1,882.70","11,296.20","1,581.47",,
SO - 0010645,10/28/2017,72,Distributor,USD,NXH382,57,9,9,"1,031.80","9,286.20",650.03,,
SO - 0008325,10/29/2017,76,Distributor,USD,NXH382,48,25,12,"1,172.50","14,070.00",539.35,,
SO - 0008458,10/29/2017,144,Wholesale,USD,AXW291,3,25,5,971.50,"4,857.50",641.19,,
SO - 0009017,10/29/2017,168,Wholesale,USD,AXW291,12,1,11,"2,566.10","28,227.10","1,539.66",,
SO - 0009251,10/29/2017,95,Wholesale,USD,AXW291,15,13,8,"2,546.00","20,368.00","2,062.26",,
SO - 0009318,10/29/2017,65,Distributor,USD,NXH382,53,6,6,268.00,"1,608.00",171.52,,
SO - 0010294,10/29/2017,113,Wholesale,USD,AXW291,25,26,12,"3,906.10","46,873.20","2,968.64",,
SO - 0010725,10/29/2017,24,Wholesale,USD,AXW291,31,25,5,"5,246.10","26,230.50","3,619.81",,
SO - 0008270,10/30/2017,156,Wholesale,USD,AXW291,26,18,11,"1,058.60","11,644.60",804.54,,
SO - 0008368,10/30/2017,106,Distributor,USD,GUT930,34,13,5,"3,457.20","17,286.00","1,486.60",,
SO - 0008814,10/30/2017,9,Wholesale,USD,FLR025,61,5,6,"1,768.80","10,612.80","1,096.66",,
SO - 0009044,10/30/2017,124,Wholesale,USD,NXH382,48,7,8,"6,552.60","52,420.80","3,866.03",,
SO - 0009433,10/30/2017,29,Distributor,USD,AXW291,20,15,6,"3,705.10","22,230.60","2,482.42",,
SO - 0009503,10/30/2017,94,Distributor,USD,AXW291,14,4,7,"1,058.60","7,410.20",561.06,,
SO - 0009930,10/30/2017,122,Wholesale,USD,AXW291,17,3,10,"5,735.20","57,352.00","4,416.10",,
SO - 0010152,10/30/2017,145,Wholesale,USD,GUT930,38,28,11,180.90,"1,989.90",74.17,,
SO - 0010236,10/30/2017,162,Wholesale,USD,NXH382,49,26,6,"2,318.20","13,909.20","1,947.29",,
SO - 0010265,10/30/2017,119,Wholesale,USD,NXH382,59,3,9,"1,139.00","10,251.00",592.28,,
SO - 0010534,10/30/2017,146,Wholesale,USD,FLR025,60,25,6,"3,899.40","23,396.40","2,612.60",,
SO - 0008107,10/31/2017,143,Distributor,USD,AXW291,15,12,6,"2,579.50","15,477.00","1,031.80",,
SO - 0008542,10/31/2017,18,Wholesale,USD,NXH382,50,14,11,"3,953.00","43,483.00","1,739.32",,
SO - 0008647,10/31/2017,117,Distributor,USD,FLR025,62,2,10,"3,303.10","33,031.00","2,312.17",,
SO - 0008751,10/31/2017,147,Wholesale,USD,GUT930,39,25,8,"6,157.30","49,258.40","4,617.98",,
SO - 0009026,10/31/2017,153,Wholesale,USD,AXW291,22,3,12,247.90,"2,974.80",193.36,,
SO - 0009279,10/31/2017,100,Export,USD,AXW291,27,25,9,757.10,"6,813.90",401.26,,
SO - 0009615,10/31/2017,152,Wholesale,USD,AXW291,28,8,5,904.50,"4,522.50",750.74,,
SO - 0009682,10/31/2017,74,Distributor,USD,AXW291,13,27,8,180.90,"1,447.20",148.34,,
SO - 0009746,10/31/2017,15,Wholesale,USD,AXW291,10,18,5,"3,946.30","19,731.50","1,933.69",,
SO - 0009779,10/31/2017,134,Export,USD,GUT930,44,15,8,958.10,"7,664.80",411.98,,
SO - 0010079,10/31/2017,98,Distributor,USD,AXW291,6,9,6,"3,993.20","23,959.20","1,677.14",,
SO - 0010441,10/31/2017,118,Wholesale,USD,NXH382,49,4,12,"2,499.10","29,989.20","1,349.51",,
SO - 0008379,11/1/2017,60,Distributor,USD,FLR025,61,9,7,234.50,"1,641.50",93.80,,
SO - 0008867,11/1/2017,80,Wholesale,USD,NXH382,59,17,11,"2,726.90","29,995.90","1,636.14",,
SO - 0009095,11/1/2017,87,Wholesale,USD,GUT930,46,2,8,"1,829.10","14,632.80",951.13,,
SO - 0009216,11/1/2017,24,Distributor,USD,AXW291,20,2,9,"1,092.10","9,828.90",578.81,,
SO - 0009222,11/1/2017,136,Distributor,USD,GUT930,40,22,6,"1,118.90","6,713.40",660.15,,
SO - 0009603,11/1/2017,28,Distributor,USD,NXH382,54,23,5,"2,237.80","11,189.00",939.88,,
SO - 0009629,11/1/2017,75,Wholesale,USD,GUT930,32,22,9,"1,051.90","9,467.10",831.00,,
SO - 0009989,11/1/2017,126,Wholesale,USD,FLR025,64,27,9,958.10,"8,622.90",814.39,,
SO - 0010224,11/1/2017,11,Export,USD,AXW291,20,5,5,"2,345.00","11,725.00","1,172.50",,
SO - 0010431,11/1/2017,146,Distributor,USD,NXH382,58,25,9,"3,906.10","35,154.90","2,499.90",,
SO - 0010718,11/1/2017,57,Distributor,USD,AXW291,21,26,8,"1,788.90","14,311.20",966.01,,
SO - 0008883,11/2/2017,57,Export,USD,AXW291,24,15,11,"1,005.00","11,055.00",643.20,,
SO - 0008912,11/2/2017,66,Distributor,USD,AXW291,12,14,8,"3,986.50","31,892.00","1,913.52",,
SO - 0009033,11/2/2017,33,Wholesale,USD,AXW291,23,13,7,"5,266.20","36,863.40","2,791.09",,
SO - 0009059,11/2/2017,58,Wholesale,USD,AXW291,7,26,8,"1,045.20","8,361.60",742.09,,
SO - 0010028,11/2/2017,116,Wholesale,USD,FLR025,64,6,5,"1,018.40","5,092.00",661.96,,
SO - 0010189,11/2/2017,53,Wholesale,USD,AXW291,5,13,6,"3,691.70","22,150.20","2,178.10",,
SO - 0010245,11/2/2017,84,Export,USD,AXW291,31,9,12,"1,072.00","12,864.00",439.52,,
SO - 0010651,11/2/2017,141,Wholesale,USD,NXH382,59,20,9,"1,139.00","10,251.00",592.28,,
SO - 0008371,11/3/2017,122,Wholesale,USD,FLR025,66,3,7,261.30,"1,829.10",107.13,,
SO - 0008398,11/3/2017,164,Distributor,USD,GUT930,38,5,6,824.10,"4,944.60",354.36,,
SO - 0008710,11/3/2017,102,Wholesale,USD,AXW291,10,2,11,"3,892.70","42,819.70","2,102.06",,
SO - 0008771,11/3/2017,7,Wholesale,USD,GUT930,46,15,7,"1,065.30","7,457.10",767.02,,
SO - 0009131,11/3/2017,109,Export,USD,GUT930,45,3,7,"1,715.20","12,006.40","1,200.64",,
SO - 0009596,11/3/2017,163,Wholesale,USD,FLR025,63,7,9,"1,829.10","16,461.90","1,225.50",,
SO - 0009729,11/3/2017,65,Wholesale,USD,AXW291,18,5,10,"1,045.20","10,452.00",648.02,,
SO - 0009911,11/3/2017,78,Distributor,USD,AXW291,27,17,5,911.20,"4,556.00",446.49,,
SO - 0010399,11/3/2017,69,Export,USD,GUT930,38,16,8,837.50,"6,700.00",452.25,,
SO - 0010570,11/3/2017,36,Wholesale,USD,NXH382,52,25,11,"1,232.80","13,560.80",813.65,,
SO - 0009212,11/4/2017,67,Wholesale,USD,NXH382,53,11,8,"3,932.90","31,463.20","2,831.69",,
SO - 0009346,11/4/2017,132,Wholesale,USD,NXH382,57,13,7,"1,011.70","7,081.90",839.71,,
SO - 0009385,11/4/2017,18,Wholesale,USD,AXW291,13,18,6,984.90,"5,909.40",512.15,,
SO - 0009557,11/4/2017,151,Wholesale,USD,NXH382,47,4,7,"2,264.60","15,852.20","1,789.03",,
SO - 0009784,11/4/2017,150,Distributor,USD,AXW291,5,28,9,"5,306.40","47,757.60","3,130.78",,
SO - 0010029,11/4/2017,168,Wholesale,USD,AXW291,15,19,6,234.50,"1,407.00",140.70,,
SO - 0010255,11/4/2017,70,Wholesale,USD,AXW291,12,1,12,"1,112.20","13,346.40",611.71,,
SO - 0008129,11/5/2017,34,Wholesale,USD,FLR025,62,19,5,"3,517.50","17,587.50","2,778.83",,
SO - 0008146,11/5/2017,1,Wholesale,USD,NXH382,57,8,6,"2,479.00","14,874.00","1,735.30",,
SO - 0008189,11/5/2017,99,Export,USD,FLR025,65,1,10,"1,011.70","10,117.00",819.48,,
SO - 0008516,11/5/2017,73,Wholesale,USD,AXW291,26,14,9,"5,956.30","53,606.70","4,467.23",,
SO - 0008732,11/5/2017,99,Wholesale,USD,AXW291,8,26,7,268.00,"1,876.00",182.24,,
SO - 0008993,11/5/2017,70,Wholesale,USD,AXW291,29,2,7,180.90,"1,266.30",144.72,,
SO - 0008586,11/6/2017,82,Wholesale,USD,AXW291,11,25,5,"3,986.50","19,932.50","1,993.25",,
SO - 0008843,11/6/2017,38,Wholesale,USD,NXH382,50,15,12,"1,045.20","12,542.40",846.61,,
SO - 0008866,11/6/2017,12,Export,USD,NXH382,55,25,6,"1,996.60","11,979.60","1,197.96",,
